blue,trial,green,red,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,colorChosen,prop_red,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
0.0,1,0.674393141642,1.0,0,0,0,0,"[1, 0.4799613740317332, 0]",0.479961374032,space,0.0400663703331,2017_Jun_19_1138,59.9279798821,OneStepFurther1,001,dfg,
0.0,2,0.754393141642,1.0,0,1,1,1,"[1, 0.23397277549353868, 0]",0.233972775494,space,0.0560134320986,2017_Jun_19_1138,59.9279798821,OneStepFurther1,001,dfg,
